object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
45506144,154.863281,-25.944481,265.086756,25.542455,0,0.1802,0.2049,0.1877,40.0144,0.048,15
45516859,249.609375,1.64151,17.904655,30.055428,0,0,0,0,,0.057,65
45573017,43.417969,-6.279288,182.831665,-54.257802,0,0.2908,0.2709,0.0165,40.7012,0.038,90
45576088,314.472656,-31.03924,13.731351,-39.407664,0,0.2556,0.2114,0.3121,40.0906,0.094,90
45599848,155.566406,-10.199918,253.72635,38.031181,0,0.2731,0.5802,0.2373,42.6506,0.04,90
45627377,177.363281,-15.404094,281.613603,44.886557,0,0,0,0,,0.033,16
45790897,137.988281,-3.284369,233.901764,29.022207,0,0.2367,0.2626,0.0205,40.624,0.026,62
45833275,331.699219,-33.510056,12.438117,-54.136853,0,0.4541,0.4067,0.0377,41.7271,0.021,90
45925214,257.519531,-4.780192,16.323171,19.973211,0,0.1198,1.8697,0.4409,45.7779,0.507,15
45939002,13.183594,-40.620186,301.877601,-76.505412,0,0.1081,0.1027,0.5791,38.3765,0.009,62
45984731,57.72541,-44.20153,250.484438,-50.363874,0,0,0,0,,0.01,16
45991497,149.414062,-19.629557,256.252427,27.092211,0,0,0,0,,0.033,65
45992610,230.273438,-24.788561,341.09206,26.7806,0,0.2512,0.4973,0.3032,42.2468,0.135,95
46026984,205.664062,-31.914005,315.441351,29.710556,0,0.0703,0.0544,0.1759,36.9236,0.042,42
46052783,82.265625,-17.426323,220.174669,-25.800263,0,0.1008,0.0886,0.0214,38.0357,0.055,42
46054262,44.454544,-59.488411,277.898149,-51.052502,0,0.2164,0.2144,0.0169,40.1249,0.017,62
46089355,11.601562,-8.838267,118.976447,-71.67136,0,0.217,0.2446,0.0137,40.4479,0.027,90
46100957,39.023438,1.940072,168.031661,-51.526999,0,0.1842,2.6721,1.2442,46.7229,0.02,42
46129949,279.485291,-52.029728,343.471424,-19.101206,0,1.4732,1.4501,0.2559,45.0984,0.07,95
46135165,116.367188,-9.140394,227.334661,7.63174,0,0.2977,0.2737,0.0456,40.7262,0.104,90
46163930,280.019531,-41.41119,353.975546,-15.577615,0,0,0,0,,0.072,65
46213566,31.816406,-7.782714,169.308295,-63.600077,0,0.1107,0.1106,0.0124,38.5488,0.018,64
46292232,317.460938,-0.74606,49.657424,-30.749612,0,0.0987,0.1031,0.0493,38.3871,0.105,90
46329774,307.441406,-26.610098,17.198596,-32.361272,0,2.1018,1.7588,0.1652,45.6148,0.046,88
46397441,82.792969,-35.318771,239.715378,-30.848995,0,0.5266,0.3033,1.092,40.9827,0.023,90
46398618,136.118011,-60.245399,278.098409,-8.837723,0,0.2516,0.2926,0.0205,40.8928,0.152,90
46409112,9.514286,-57.58987,306.459201,-59.446648,0,0.4212,0.4866,0.0284,42.1904,0.009,90
46427452,340.3125,-4.331149,63.437129,-51.49095,0,0.6249,0.694,0.0266,43.124,0.038,88
46431646,51.152344,-39.450893,244.077537,-56.007218,0,0.4045,0.3425,0.0294,41.2892,0.008,88
46455748,6.818182,-59.488411,308.619447,-57.372194,0,0.1613,2.2926,0.744,46.3192,0.011,90
46474756,312.011719,-1.492246,45.764628,-26.440556,0,1.2224,1.2193,0.0771,44.633,0.051,88
46489715,328.359375,-15.249383,39.653189,-47.085103,0,0.0737,0.2081,0.0616,40.0532,0.039,64
46553925,154.160156,-1.193748,243.846629,43.230097,0,0.1073,2.2387,0.7837,46.2563,0.046,64
46593866,222.233612,-44.20153,324.158369,13.77402,0,0,0,0,,0.182,6
46595962,190.546875,-6.129201,298.74483,56.667323,0,0,0,0,,0.018,16
46609480,172.617188,-28.801123,282.262525,30.800241,0,0,0,0,,0.052,16
46663513,187.126694,-48.727589,299.038584,13.970733,0,0.29,0.5323,0.4328,42.4247,0.095,90
46741316,358.417969,-32.797169,5.054549,-76.281071,0,0.5333,0.5388,0.0158,42.4562,0.011,90
46757795,74.882812,-34.409527,237.067079,-37.02241,0,0,0,0,,0.018,65
46815704,15.46875,-14.323464,134.210744,-76.966099,0,0.1182,0.0916,0.4831,38.113,0.018,90
46880215,180.351562,-7.331168,281.776857,53.473044,0,0.2964,0.2984,0.0093,40.9421,0.021,15
46893132,326.425781,-31.388166,15.411838,-49.561571,0,0,0,0,,0.03,16
46962483,171.210938,-40.423901,285.59697,19.514962,0,0,0,0,,0.106,65
47004656,195.820312,-0.74606,309.244041,61.980452,0,0.3869,0.3734,0.0292,41.5085,0.017,90
47059337,73.828125,1.64151,197.170086,-24.750104,0,0,0,0,,0.066,65
47069739,292.675781,-31.738394,7.30137,-21.648408,0,0.1542,0.1511,0.0087,39.2832,0.073,62
47098836,127.089844,-41.810314,260.085557,-1.819038,0,0,0,0,,1.51,6
47115494,101.074219,-19.471222,229.662634,-10.261162,0,0,0,0,,0.285,65
47123160,141.152344,-26.944359,256.05119,16.560244,0,0,0,0,,0.093,16
47142591,168.75,-30.51823,279.462849,27.921419,0,0.0238,0.0248,0.0231,35.1763,0.05,64
47166952,348.533661,-51.255806,333.6366,-59.676271,0,0.1314,0.1269,0.3493,38.8709,0.009,62
47235882,152.929688,-37.356377,270.978609,15.414651,0,0,0,0,,0.087,92
47272066,155.039062,-21.221792,261.947952,29.360438,0,0.323,0.3212,0.0337,41.1273,0.049,15
47284182,281.074219,-41.0145,354.671247,-16.159882,0,0.7931,0.7494,0.0286,43.3285,0.066,88
47348026,286.523438,-19.629557,16.819034,-11.932026,0,0,0,0,,0.145,16
47352618,150.292969,-31.388166,265.345952,18.787284,0,0.5092,0.5075,0.0183,42.3002,0.06,90
47356721,140.449219,0,232.274262,32.880977,0,0,0,0,,0.022,65
47363805,313.066406,-29.313198,15.564363,-37.856228,0,0.0773,2.4306,0.9132,46.4735,0.114,42
47509767,35.332031,-28.630989,222.510507,-70.108167,0,0,0,0,,0.012,65
47510014,188.613281,-20.74238,297.589541,41.953114,0,0.362,0.3604,0.584,41.4182,0.051,67
47608756,137.109375,-40.033035,263.475579,5.175973,0,0,0,0,,0.496,16
47618383,40.253906,-2.388015,174.299156,-53.949443,0,0.0978,0.1306,0.0119,38.9382,0.027,62
47648631,328.535156,-17.270004,36.985822,-48.018409,0,0.8312,0.8344,0.0224,43.615,0.043,95
47655525,180.703125,-26.777105,289.690156,34.841226,0,0.3816,0.3824,0.0385,41.5696,0.062,90
47686647,162.246094,-2.089372,252.772707,48.487458,0,0.4512,0.44,0.014,41.9298,0.035,42
47712228,162.246094,-0.895283,251.519213,49.352016,0,0.1574,0.1626,0.0165,39.4576,0.037,62
47747067,10.546875,-3.732834,117.136177,-66.500429,0,0,0,0,,0.039,65
47767011,123.574219,-16.957764,237.755857,9.678511,0,0,0,0,,0.07,16
47769908,57.531647,-45.586655,252.653672,-50.231994,0,0.2947,0.2653,1.0863,40.6491,0.008,90
47783002,40.078125,-7.030393,180.046197,-57.277388,0,0.2256,0.223,0.0249,40.2212,0.019,15
47791642,181.757812,-34.409527,292.60827,27.57046,0,0.0923,0.0773,0.0194,37.7238,0.063,42
47805800,285.292969,-13.86195,21.597617,-8.391378,0,0.2065,0.2074,0.0148,40.0443,0.28,15
47805963,125.507812,-33.689194,252.730969,1.846813,0,0,0,0,,0.434,92
47829157,162.597656,-22.669609,269.576643,32.247557,0,0.2673,0.2723,0.0104,40.7136,0.065,90
47844589,90.703125,-0.149208,207.456692,-10.871131,0,0,0,0,,0.581,6
47894890,48.297413,-46.571846,257.377167,-56.060428,0,0.1492,2.7192,0.5355,46.7688,0.019,62
47900292,284.589844,-16.334824,19.047753,-8.860819,0,0.1388,2.5596,1.0497,46.6098,0.337,15
47942566,309.726562,-39.257931,2.631411,-36.868607,0,0.3048,0.2846,0.0106,40.8235,0.036,90
47954318,287.733063,-45.783966,351.612522,-22.305151,0,0.0724,0.0493,0.0143,36.7019,0.06,42
47982331,164.003906,-26.944359,273.395994,29.225822,0,0.2776,0.2884,0.0086,40.8572,0.064,90
47990271,171.386719,-19.15501,276.409396,39.252648,0,0.4724,0.4136,0.8483,41.7705,0.046,15
47998087,106.347656,-26.944359,238.620309,-9.110937,0,0,0,0,,0.178,16
48030936,154.335938,-6.429418,249.202773,39.854807,0,0.5912,0.5917,0.0068,42.7023,0.035,90
48074116,315.175781,-4.780192,44.262664,-30.805479,0,0.1249,0.1105,0.0068,38.5476,0.052,42
48101924,97.558594,-19.15501,227.943388,-13.137562,0,0.1922,0.1903,0.0122,39.8363,0.231,90
48181430,168.925781,-18.839405,273.547965,38.509092,0,0.3713,0.5035,0.1583,42.2796,0.043,15
48229629,12.304688,-11.872187,120.869387,-74.735047,0,0.5865,0.6005,0.0099,42.7413,0.023,90
48241801,26.894531,-20.423615,188.344014,-75.526422,0,0.4887,0.5162,0.2703,42.3442,0.011,90
48243408,221.660156,-29.313198,331.11068,27.180459,0,0.2271,0.3109,0.7258,41.0449,0.107,90
48246321,176.308594,-11.415158,278.141868,48.244284,0,0.3412,0.295,0.3261,40.9138,0.022,15
48255990,167.871094,-30,278.436302,28.074089,0,0,0,0,,0.06,65
48392399,89.824219,-34.228867,240.222878,-24.989996,0,0.3215,0.3205,0.0071,41.1214,0.031,42
48407508,231.679688,-35.869247,335.046109,17.141159,0,0,0,0,,0.286,16
48427430,75.761719,-16.957764,217.023069,-31.383722,0,0.1629,0.1693,0.0085,39.5553,0.061,62
48447688,237.128906,-29.656013,342.885658,19.159259,0,0,0,0,,0.135,16
48459874,297.070312,-4.630479,35.286296,-14.74881,0,0,0,0,,0.187,16
48521320,135.661758,-52.029728,271.722273,-3.602018,0,0,0,0,,1.114,65
48535675,212.519531,-28.971533,322.975945,30.821096,0,0.4031,0.3929,0.0183,41.6384,0.045,90
48543817,269.822144,-42.410164,349.701709,-9.166033,0,0,0,0,,0.152,6
48568245,191.074219,-13.86195,300.290905,48.973175,0,0.3248,0.3244,0.0092,41.1522,0.048,62
48572207,317.636719,-25.944481,21.043232,-40.993264,0,0.2704,0.2485,0.0136,40.4873,0.064,42
48586579,227.285156,-25.282602,338.298566,27.972868,0,0.3622,0.3598,0.0281,41.4143,0.097,42
48625068,354.199219,-8.687297,75.707433,-64.475667,0,0,0,0,,0.023,16
48670802,179.121094,0,274.733175,59.828593,0,0.4436,0.4537,0.0268,42.0091,0.021,62
48677406,127.617188,-3.732834,228.26705,20.013026,0,0,0,0,,0.032,16
48679089,80.507812,0.447628,201.897097,-19.56531,0,0.197,0.1857,0.9169,39.7767,0.119,90
48704566,85.426826,-43.804489,249.857271,-30.534556,0,0.2596,0.2943,0.0227,40.9076,0.038,42
48741597,196.171875,-4.929937,309.130594,57.782257,0,0.7087,0.6304,0.285,42.8696,0.031,15
48761028,158.203125,-21.542267,264.877381,30.898198,0,0.1283,0.1403,1.1428,39.1081,0.047,42
48783156,330.795929,-44.003082,355.059876,-52.376063,0,0.2325,0.2071,0.0088,40.0405,0.01,90
48889152,350.507812,-14.940303,58.781602,-65.902704,0,0.2524,0.2536,0.0149,40.5374,0.024,90
48951815,287.402344,-10.806923,25.288995,-8.901613,0,0.3772,0.3821,0.0147,41.5673,0.353,90
49073065,332.050781,-15.094787,42.066326,-50.275955,0,0.4036,0.251,1.1422,40.5123,0.03,90
49075963,21.09375,0.447628,140.288472,-61.309251,0,1.8521,1.1668,0.4049,44.5146,0.027,88
49101755,332.28476,-62.132156,328.877281,-45.979131,0,0.2998,0.4453,0.3289,41.9604,0.036,90
49195651,118.476562,-10.655059,229.700539,8.693606,0,0,0,0,,0.129,16
49207610,319.069153,-55.107937,341.641663,-42.435511,0,0,0,0,,0.039,65
49256381,61.347656,-0.298417,191.259159,-36.3153,0,0.3487,0.3764,0.0318,41.529,0.216,90
49308793,67.851562,-24.460293,222.852427,-40.810373,0,0,0,0,,0.038,6
49311602,219.199219,-30.691587,328.272953,26.944445,0,0.3521,0.4216,0.2365,41.8196,0.076,90
49328817,326.953125,-29.142223,18.942178,-49.724514,0,0,0,0,,0.031,65
49373192,89.296875,-23.480536,228.982964,-21.907425,0,0.427,0.4386,0.0873,41.9214,0.03,90
49374525,133.769531,-39.450893,261.339113,3.628124,0,0,0,0,,0.593,92
49519074,326.777344,-12.635625,42.139417,-44.596926,0,0.0707,0.0931,0.0133,38.1506,0.037,64
49551838,308.144531,-33.868706,8.931502,-34.732599,0,0.1743,0.1869,0.0182,39.7927,0.031,90
49575267,270.527344,2.388015,29.401435,12.058858,0,0.5804,0.609,0.0641,42.7782,0.194,90
49589687,132.363281,-18.524391,243.923599,15.707326,0,0,0,0,,0.158,16
49611669,160.324677,-46.768478,280.931774,10.468945,0,0,0,0,,0.132,65
49620169,198.808594,-38.682186,308.011185,23.954759,0,0,0,0,,0.066,65
49626003,174.375,-11.26298,275.457166,47.625716,0,0,0,0,,0.022,65
49679459,29.497608,-51.062042,279.623966,-62.948314,0,1.8305,1.5768,0.1595,45.3229,0.016,95
49686525,198.28125,-23.806295,309.300249,38.797136,0,0,0,0,,0.13,16
49748338,307.441406,-22.346588,21.967948,-31.050582,0,0,0,0,,0.059,16
49766404,207.773438,-28.461132,318.511401,32.599446,0,0,0,0,,0.054,65
49783859,67.851562,-34.409527,235.951837,-42.75886,0,0.1896,0.1832,0.0073,39.7437,0.013,90
49789340,4.75,-56.637199,311.837761,-59.926647,0,0.1591,0.1666,0.0168,39.5157,0.009,42
49875529,136.558441,-46.768478,268.191289,0.343515,0,0,0,0,,1.233,6
49950170,283.535156,-37.1689,359.131755,-16.490324,0,0,0,0,,0.092,65
50025191,133.769531,0.298417,227.91361,27.357963,0,0.2181,0.2558,0.02,40.5584,0.046,90
50031767,40.957031,-20.423615,204.377675,-63.491333,0,0.2204,0.2132,0.015,40.1117,0.036,15
50036828,171.210938,-34.409527,283.286385,25.137233,0,0.2748,0.4141,1.062,41.7736,0.057,90
50061624,13.007812,-3.732834,123.304696,-66.604152,0,0.2712,0.2402,0.0745,40.404,0.04,15
50088147,35.15625,-10.351558,178.579107,-63.12269,0,2.0599,2.1473,0.3987,46.1458,0.025,95
50089586,158.378906,-39.83844,276.08365,15.736199,0,0,0,0,,0.072,16
50107953,193.618423,-47.357574,303.465475,15.511029,0,0.2421,0.293,0.0805,40.8964,0.108,67
50120717,276.730774,-46.178181,348.462286,-15.259978,0,0,0,0,,0.062,16
50150449,356.835938,-32.97485,6.18028,-74.970139,0,0.1832,0.2051,0.0149,40.017,0.009,62
50154052,128.017242,-57.780128,273.526875,-10.605407,0,0.2712,0.2284,0.6609,40.2801,0.171,15
50217109,302.34375,-35.136116,6.227333,-30.34406,0,0.4276,0.3832,0.0254,41.5745,0.09,90
50218120,286.875,-7.933337,27.65736,-7.161222,0,0,0,0,,0.282,16
50233326,215.472977,-48.532253,318.002152,11.674858,0,0.1318,0.1345,0.0097,39.0083,0.157,90
50253232,321.855469,-22.024313,27.559934,-43.643109,0,0.4474,0.3879,0.3622,41.6056,0.039,90
50420178,128.144531,-4.780192,229.510584,19.926391,0,0.1828,0.1322,0.1101,38.9664,0.036,62
50423372,260.668213,-49.507675,340.252493,-7.382688,0,0,0,0,,0.262,92
50445945,285.117188,-36.238361,0.523813,-17.327401,0,0.9775,0.9638,0.2693,44.0013,0.12,42
50538474,39.351463,-45.191612,260.493637,-62.233719,0,0.7089,0.6385,0.0206,42.9032,0.015,90
50571533,32.695312,0.74606,160.538533,-56.219699,0,0.3816,0.3438,0.0409,41.2988,0.025,90
50669045,304.277344,-24.296478,18.749028,-28.935681,0,0.3365,0.3017,0.5625,40.9696,0.08,88
50774437,200.742188,-21.221792,312.692388,41.051616,0,0.783,1.0826,0.2589,44.3134,0.098,88
50875482,3.339844,-36.423573,341.55327,-77.689655,0,0.1792,0.1869,0.0101,39.7924,0.009,62
50926314,268.967896,-49.31284,343.232429,-11.915213,0,0,0,0,,0.125,16
50941150,337.5,-33.689194,11.993207,-58.964956,0,0.2952,0.4039,0.0597,41.7096,0.011,15
50949719,316.582031,-7.782714,41.916853,-33.455756,0,0.3529,0.2913,0.9982,40.8818,0.052,90
50952355,193.359375,1.940072,304.105711,64.807262,0,0.1349,0.1368,0.1534,39.0484,0.019,62
50996359,40.078125,-40.033035,249.732121,-64.064241,0,0.2331,2.5835,1.1717,46.6342,0.016,52
51008084,248.378906,2.985506,18.526764,31.797005,0,0.2095,0.2147,0.008,40.1288,0.062,67
51055844,93.691406,0.298417,208.455488,-8.014628,0,0,0,0,,0.331,16
51091661,72.070312,-2.537361,200.208238,-28.37938,0,0.3167,0.5422,0.0936,42.473,0.041,90
51137137,156.621094,-34.228867,271.658241,19.694889,0,0.0975,0.1148,0.0127,38.6353,0.102,90
51139333,98.273544,-48.336796,256.96576,-22.827138,0,0.1729,0.5521,0.2237,42.5204,0.066,62
51139578,52.980297,-52.222923,264.067431,-51.015493,0,0.5832,0.5939,0.0193,42.712,0.012,90
51220364,168.574219,-1.492246,259.787323,53.042581,0,0.2648,0.2999,0.0614,40.9543,0.033,15
51232774,83.847656,-32.797169,237.13447,-29.38664,0,0.2429,0.3854,1.0646,41.5894,0.026,90
51255215,201.796875,-35.136116,311.141767,27.165086,0,0.8404,0.7931,0.023,43.4795,0.054,42
51350200,156.445312,-19.629557,261.994175,31.426869,0,0.193,0.5243,0.0821,42.3849,0.056,90
51398857,249.609375,-31.563116,349.318822,10.20133,0,0.1033,0.1114,0.803,38.5652,0.286,62
51416033,111.445312,-35.136116,248.01141,-8.845536,0,0,0,0,,0.344,65
51424095,214.453125,-3.732834,340.292064,52.757785,0,0.3306,0.3841,1.2416,41.5809,0.046,52
51467589,10.019531,-34.953865,319.486178,-81.806013,0,0.8715,0.8884,0.0284,43.783,0.012,90
51492407,273.152863,-61.001064,333.295142,-19.030471,0,0,0,0,,0.087,16
51493116,128.671875,1.044512,224.381065,23.314109,0,0.0846,0.089,0.0263,38.0452,0.04,42
51494983,204.791672,-49.702389,310.802392,12.438586,0,0,0,0,,0.144,92
51503716,238.007812,-18.681826,351.645225,26.651101,0,0.2616,0.2502,0.3365,40.5046,0.207,90
51527253,73.717102,-61.943836,271.830969,-37.318657,0,0.0455,0.0762,0.2139,37.6887,0.023,64
51567112,91.759773,-56.827923,265.320438,-28.386764,0,0.452,0.4228,0.0212,41.8271,0.04,90
51571190,328.535156,-37.544327,5.81602,-51.507396,0,0.1158,0.1018,0.0139,38.3567,0.02,62
51578826,44.375,-49.702389,264.586014,-56.980038,0,0.2044,0.1961,0.0127,39.9084,0.021,42
51634841,286.875,-61.943836,334.274319,-25.576292,0,0.2547,0.2108,1.0299,40.0837,0.051,90
51680420,186.679688,-18.681826,294.809513,43.799728,0,0.2333,0.2232,0.0199,40.2234,0.043,42
51726360,309.726562,-2.836105,43.223538,-25.104751,0,0.2882,0.6253,0.2514,42.8481,0.056,42
51749817,196.875,-17.113819,308.419625,45.586714,0,0.0923,0.0817,0.0146,37.8486,0.068,15
51775148,69.082031,-23.317957,221.828193,-39.411409,0,0.1719,0.225,0.0323,40.243,0.039,42
51775903,110.599998,-47.945496,259.535288,-14.96793,0,0.0493,0.0565,0.0211,37.0095,0.147,62
51859949,127.265625,-2.537361,226.979587,20.316005,0,0.1166,0.1159,0.034,38.6584,0.024,15
51897185,77.553192,-45.98114,251.702115,-36.317772,0,0.15,0.1312,0.2031,38.95,0.016,42
51961807,196.347656,-20.105511,307.38689,42.645513,0,0.1234,0.106,0.0148,38.4513,0.082,42
52074857,124.453125,-14.940303,236.483404,11.472879,0,1.1864,1.0752,0.1084,44.2949,0.071,88
52175350,226.230469,-36.423573,330.862825,19.106039,0,0,0,0,,0.082,92
52200369,313.691864,-58.16037,338.529511,-38.903226,0,0.0556,0.0559,0.0337,36.9852,0.043,90
52203479,309.199219,-34.953865,7.83238,-35.795282,0,0.8747,0.9029,0.0137,43.8261,0.03,15
52258476,93.691406,-38.682186,245.88278,-23.308679,0,0.2014,0.1711,0.0207,39.5806,0.068,90
52265845,30.9375,-3.433834,162.162054,-60.673895,0,0.4416,0.5054,0.0252,42.2889,0.022,90
52320160,122.34375,-37.732746,254.659756,-2.537809,0,0,0,0,,1.051,16
52422308,214.523804,-54.916332,315.248085,5.869823,0,0,0,0,,0.557,92
52429042,22.324219,-2.388015,144.658614,-63.651311,0,0.2641,0.2844,0.0196,40.8216,0.036,15
52439522,10.195312,-0.74606,116.954168,-63.494053,0,1.7615,1.9882,0.0989,45.9415,0.02,88
52440447,146.074219,-25.613083,258.326056,20.634407,0,0.4992,0.5184,0.0093,42.3556,0.062,90
52482475,85.78125,-4.031936,208.673373,-17.02468,0,0,0,0,,0.749,16
52490970,289.863281,-37.544327,0.592783,-21.340482,0,0,0,0,,0.253,65
52562561,216.036591,-43.804489,320.114759,15.952404,0,0.2704,0.2091,0.1646,40.0646,0.103,90
52616603,283.886719,-41.0145,355.479858,-18.136296,0,0,0,0,,0.09,16
52643613,45.703125,-23.806295,213.940913,-60.245823,0,0,0,0,,0.017,65
52740863,33.222656,2.985506,159.220341,-54.045877,0,0.5934,0.6233,0.0376,42.8395,0.031,42
52815591,24.433594,-10.806923,158.865416,-70.377333,0,0.2771,0.2752,0.0079,40.7399,0.023,42
52878431,207.905029,-56.827923,311.129966,5.082839,0,0,0,0,,0.477,16
52916834,313.417969,-33.510056,10.387585,-38.977756,0,0.8071,0.7782,0.0279,43.4289,0.066,90
53004638,72.070312,-33.689194,235.662876,-39.196905,0,0,0,0,,0.013,65
53051743,175.605469,-25.282602,283.81692,35.014323,0,0.274,0.2747,0.0217,40.7353,0.042,90
53070942,156.09375,-21.863451,263.28838,29.463782,0,0,0,0,,0.056,65
53105135,286.803802,-60.812271,335.499798,-25.33697,0,0.4587,0.4487,0.0173,41.9803,0.05,15
53143281,139.042969,-28.630989,256.02296,14.045119,0,0,0,0,,0.124,16
53192166,333.220856,-59.867073,331.285639,-47.597183,0,0.2487,0.2252,0.008,40.2449,0.018,52
53224456,320.376099,-47.749653,351.417554,-44.583474,0,0.2892,0.3461,0.0437,41.3159,0.031,52
53229802,154.565216,-42.410164,275.040497,12.016564,0,0.5489,0.5672,0.1024,42.591,0.106,90
53309853,121.464844,0.298417,221.3849,16.63777,0,0.2523,0.2436,0.0177,40.438,0.034,90
53311426,327.65625,-2.238686,54.917391,-40.121733,0,0.2571,0.4967,0.1579,42.2438,0.051,15
53325888,107.402344,-12.329984,225.959752,-1.633499,0,0,0,0,,0.755,92
53329650,217.089844,-40.620186,322.122231,18.612179,0,0.2365,0.2237,0.021,40.2296,0.117,90
53343212,165.9375,-11.567418,265.368848,43.312984,0,0.6889,0.6707,0.0228,43.0336,0.039,90
53345639,143.4375,-24.788561,255.906156,19.536065,0,0.0943,0.0949,0.7244,38.1939,0.051,42
53367850,130.78125,-1.044512,227.507062,24.102441,0,0.2785,0.2787,0.012,40.7715,0.027,90
53407380,53.085938,-38.111038,241.385834,-54.693517,0,0.4724,0.3756,0.0395,41.5236,0.021,88
53484764,196.171875,-33.689194,306.086069,29.101396,0,0,0,0,,0.046,16
53498362,145.653061,-44.003082,270.821644,6.784487,0,0.0875,0.1143,1.0892,38.6267,0.237,62
53533088,309.375,-4.331149,41.584287,-25.507427,0,0,0,0,,0.055,16
53544684,69.082031,-27.615883,227.245193,-40.526688,0,0.4916,0.4683,0.0101,42.0911,0.029,15
53546770,68.027344,-10.806923,206.636064,-35.790236,0,0.2318,0.2304,0.0222,40.3013,0.046,67
53568215,158.203125,-26.777105,268.3284,26.625023,0,0.3048,0.333,0.1421,41.218,0.06,90
53585884,272.554596,-47.161343,346.305658,-13.068136,0,1.4314,1.2947,0.0673,44.794,0.103,95
53618523,136.933594,-22.669609,250.065292,16.520747,0,0,0,0,,0.16,92
53621646,253.125,-22.185358,358.77831,13.683398,0,0.0795,0.1532,0.3247,39.3162,0.335,42
53627887,8.4375,-17.113819,99.812866,-79.183122,0,0.4174,0.4099,1.2016,41.7472,0.017,42
53647938,279.316406,-38.300922,356.710163,-13.854235,0,0.1245,0.1329,0.0281,38.9799,0.094,15
53655507,150.820312,-4.929937,244.74597,38.268785,0,0,0,0,,0.029,16
53673297,52.734375,-7.933337,193.520204,-47.68171,0,0,0,0,,0.07,16
53691649,266.458344,-49.702389,342.083064,-10.675597,0,0,0,0,,0.12,92
53757753,344.882812,-1.044512,72.414794,-52.576414,0,0.3427,0.4336,0.6559,41.892,0.045,62
53805962,267.714844,-1.193748,24.814704,12.883246,0,0.3695,0.4983,0.861,42.2522,0.341,90
53808158,126.634613,-61.189777,276.008816,-13.099014,0,0.3153,0.3118,0.0522,41.0525,0.185,90
53856704,166.224487,-44.003082,283.448497,14.801168,0,0,0,0,,0.147,16
53897428,306.045929,-53.572231,344.779231,-35.097113,0,0.3644,0.3411,0.0314,41.2788,0.046,90
53925325,269.472656,2.089372,28.634572,12.858332,0,0.1256,0.08,0.0329,37.8022,0.199,90
53935453,162.421875,-17.426323,265.940717,36.552219,0,1.4869,1.4403,0.0855,45.0802,0.04,95
53970407,106.554405,-54.148899,264.576276,-19.633517,0,0,0,0,,0.112,65
54000531,341.015625,0.149208,69.380172,-49.011842,0,0.0777,0.079,0.013,37.7735,0.056,64
54001680,103.3125,-44.993881,254.710522,-18.506878,0,0.2973,0.2748,0.1892,40.7365,0.066,62
54013347,349.277344,-30,19.447542,-69.127687,0,0.4174,0.3645,0.2484,41.4475,0.02,42
54038461,114.433594,-37.92165,251.632035,-8.011984,0,1.6214,0.7419,0.224,43.3016,0.314,88
54045253,307.96875,-6.129201,39.104096,-25.099389,0,0,0,0,,0.034,65
54049366,57.65625,-35.501846,236.768106,-51.163783,0,0,0,0,,0.01,65
54063785,59.414062,-4.331149,194.202856,-40.143229,0,0.3256,0.3296,0.0044,41.192,0.092,88
54205468,282.304688,-32.619843,3.07405,-13.800712,0,0,0,0,,0.101,16
54230532,114.609375,2.238686,216.326023,11.473267,0,0,0,0,,0.073,92
54292335,92.109375,-17.426323,224.119094,-17.154191,0,0.1864,0.1825,0.0217,39.7356,0.131,62
54338231,303.260864,-60.245399,336.773023,-33.355819,0,0.5183,0.5831,0.2624,42.6636,0.034,42
54391376,176.835938,-10.655059,278.432377,49.143662,0,0,0,0,,0.022,16
54397851,80.507812,-18.997131,221.114689,-27.933867,0,0.1033,0.0855,0.0234,37.9544,0.05,42
54469285,53.613281,-31.738394,230.37157,-54.413042,0,0.195,0.4408,0.4319,41.9343,0.011,15
54474539,290.209595,-59.109406,337.688839,-26.728091,0,0.2446,0.2574,0.0377,40.5739,0.118,42
54475110,356.764709,-61.75544,315.748223,-53.741674,0,0.2815,0.5277,0.1162,42.4019,0.017,42
54644468,115.488281,-10.199918,227.842022,6.35908,0,0,0,0,,0.161,65
54659129,240.820312,-10.655059,0.451551,30.091678,0,0,0,0,,0.236,16
54679871,235.195312,-20.264481,348.266405,27.337784,0,0,0,0,,0.143,65
54714301,175.429688,-24.788561,283.436139,35.429869,0,0.2241,0.249,0.0123,40.4919,0.04,42
54732090,18.808594,1.790785,135.083341,-60.518316,0,0,0,0,,0.035,65
54774214,55.404625,-57.970295,271.040894,-47.250128,0,0.1008,0.0928,0.1036,38.1435,0.014,62
54793588,347.519531,-26.944359,27.556392,-67.467089,0,0.245,0.2453,0.1219,40.4549,0.053,90
54793663,85.625,-49.702389,256.685583,-31.219571,0,0.9228,0.9807,0.0672,44.0478,0.034,88
54845637,302.519531,-6.579593,36.01711,-20.469121,0,0.1312,2.3352,0.9145,46.3678,0.074,62
54855653,19.6875,-22.831406,179.644327,-82.467893,0,0.1746,2.3539,1.2105,46.389,0.016,62
54868343,329.414062,-12.788582,43.560206,-46.975572,0,0.4798,0.4784,0.0209,42.1462,0.035,42
54883621,143.613281,-31.03924,260.657747,15.229536,0,0,0,0,,0.119,16
